link_name,link_url,episode_name,episode_link,,,,,,,,
השיר של פורטוגל,https://youtu.be/ehH0_UXtQlY?t=3h38m49s,פרק #120 – רוני קובן מרגש אותנו,https://geekonomy.net/2017/05/15/geekonomy120/,,,,,,,,
מלחמתו של צ'רסלי ווילסון,http://www.imdb.com/title/tt0472062/,פרק #121 – תמונת מצב עם תם אהרון,https://geekonomy.net/2017/05/23/geekonomy121/,,,,,,,,
לני,,,,,,,,,,,
,http://www.imdb.com/title/tt0071746/,פרק #121 – תמונת מצב עם תם אהרון,https://geekonomy.net/2017/05/23/geekonomy121/,,,,,,,,
מלקולם גלדוול,https://he.wikipedia.org/wiki/%D7%9E%D7%9C%D7%A7%D7%95%D7%9C%D7%9D_%D7%92%D7%9C%D7%93%D7%95%D7%95%D7%9C,פרק #121 – תמונת מצב עם תם אהרון,https://geekonomy.net/2017/05/23/geekonomy121/,,,,,,,,
אלי וונג,https://en.wikipedia.org/wiki/Ali_Wong,פרק #121 – תמונת מצב עם תם אהרון,https://geekonomy.net/2017/05/23/geekonomy121/,,,,,,,,
דייב שאפל,https://he.wikipedia.org/wiki/%D7%93%D7%99%D7%99%D7%91_%D7%A9%D7%90%D7%A4%D7%9C,פרק #121 – תמונת מצב עם תם אהרון,https://geekonomy.net/2017/05/23/geekonomy121/,,,,,,,,
ערב הסטאנדאפ המיותר,https://www.facebook.com/events/468769573267314,פרק #121 – תמונת מצב עם תם אהרון,https://geekonomy.net/2017/05/23/geekonomy121/,,,,,,,,
ג'רי מגוויאר,http://www.imdb.com/title/tt0116695/,פרק #121 – תמונת מצב עם תם אהרון,https://geekonomy.net/2017/05/23/geekonomy121/,,,,,,,,
Hell or High Waters,http://www.imdb.com/title/tt2582782/,פרק #121 – תמונת מצב עם תם אהרון,https://geekonomy.net/2017/05/23/geekonomy121/,,,,,,,,
רוק 30,https://he.wikipedia.org/wiki/%D7%A8%D7%95%D7%A7_30,פרק #121 – תמונת מצב עם תם אהרון,https://geekonomy.net/2017/05/23/geekonomy121/,,,,,,,,
תרגיע,https://he.wikipedia.org/wiki/%D7%AA%D7%A8%D7%92%D7%99%D7%A2,פרק #121 – תמונת מצב עם תם אהרון,https://geekonomy.net/2017/05/23/geekonomy121/,,,,,,,,
טים מינצ'ין – סופה,https://www.youtube.com/watch?v=tv3YNf0vn-Y,פרק #121 – תמונת מצב עם תם אהרון,https://geekonomy.net/2017/05/23/geekonomy121/,,,,,,,,
הפודקאסט הפוליטי שעליו תום דיבר,https://foreignpolicy.com/tag/the-e-r-podcast/,פרק #121 – תמונת מצב עם תם אהרון,https://geekonomy.net/2017/05/23/geekonomy121/,,,,,,,,
TI האתר הרשמי של,https://www.ti-swim.co.il/,פרק #122 – מארחות את מרב מיכאלי,https://geekonomy.net/2017/05/26/geekonomy122/,,,,,,,,
דף הפייסבוק שלהם בארץ,https://www.facebook.com/total.immersion.israel/,פרק #122 – מארחות את מרב מיכאלי,https://geekonomy.net/2017/05/26/geekonomy122/,,,,,,,,
הדף של חברת הכנסת מיכאלי בפייסבוק,https://www.facebook.com/MichaeliMerav/,פרק #122 – מארחות את מרב מיכאלי,https://geekonomy.net/2017/05/26/geekonomy122/,,,,,,,,
הדף של מרב בטוויטר,https://twitter.com/MeravMichaeli,פרק #122 – מארחות את מרב מיכאלי,https://geekonomy.net/2017/05/26/geekonomy122/,,,,,,,,
בית הספר קדמה,http://www.kedma-school.org.il/main/siteNew/index.php,פרק #122 – מארחות את מרב מיכאלי,https://geekonomy.net/2017/05/26/geekonomy122/,,,,,,,,
דף הפייסבוק של מוניתה,https://www.facebook.com/monitaIL/,פרק #122 – מארחות את מרב מיכאלי,https://geekonomy.net/2017/05/26/geekonomy122/,,,,,,,,
חדר משלך – ורג'יניה וולף,https://simania.co.il/bookdetails.php?item_id=1491,פרק #122 – מארחות את מרב מיכאלי,https://geekonomy.net/2017/05/26/geekonomy122/,,,,,,,,
מה ידעה מייזי,https://etiseroussi.wordpress.com/2016/11/12/%D7%9E%D7%94-%D7%99%D7%93%D7%A2%D7%94-%D7%9E%D7%99%D7%99%D7%96%D7%99-%D7%94%D7%A0%D7%A8%D7%99-%D7%92%D7%99%D7%99%D7%9E%D7%A1/,פרק #122 – מארחות את מרב מיכאלי,https://geekonomy.net/2017/05/26/geekonomy122/,,,,,,,,
האמריקאים,http://www.imdb.com/title/tt2149175/,פרק #122 – מארחות את מרב מיכאלי,https://geekonomy.net/2017/05/26/geekonomy122/,,,,,,,,
הגשר,https://he.wikipedia.org/wiki/%D7%94%D7%92%D7%A9%D7%A8_(%D7%A1%D7%93%D7%A8%D7%AA_%D7%98%D7%9C%D7%95%D7%95%D7%99%D7%96%D7%99%D7%94),פרק #122 – מארחות את מרב מיכאלי,https://geekonomy.net/2017/05/26/geekonomy122/,,,,,,,,
ויקטוריה,http://www.imdb.com/title/tt5137338/,פרק #122 – מארחות את מרב מיכאלי,https://geekonomy.net/2017/05/26/geekonomy122/,,,,,,,,
האתר של פרופ' זעירא,http://josephzeira.weebly.com/,פרק #123 – פרופ׳ יוסי זעירא מאקרו כלכלי,https://geekonomy.net/2017/05/29/geekonomy123/,,,,,,,,
"הלמ""ס",http://www.cbs.gov.il/reader,פרק #123 – פרופ׳ יוסי זעירא מאקרו כלכלי,https://geekonomy.net/2017/05/29/geekonomy123/,,,,,,,,
They took our jobs,https://www.youtube.com/watch?v=rUTnNKhF-EU,פרק #123 – פרופ׳ יוסי זעירא מאקרו כלכלי,https://geekonomy.net/2017/05/29/geekonomy123/,,,,,,,,
The Inside Job,http://www.imdb.com/title/tt1645089/,פרק #123 – פרופ׳ יוסי זעירא מאקרו כלכלי,https://geekonomy.net/2017/05/29/geekonomy123/,,,,,,,,
פריקנומיקס,https://en.wikipedia.org/wiki/Freakonomics,פרק #123 – פרופ׳ יוסי זעירא מאקרו כלכלי,https://geekonomy.net/2017/05/29/geekonomy123/,,,,,,,,
תומא פיקטי,,,,,,,,,,,
,https://he.wikipedia.org/wiki/%D7%AA%D7%95%D7%9E%D7%90_%D7%A4%D7%99%D7%A7%D7%98%D7%99,פרק #123 – פרופ׳ יוסי זעירא מאקרו כלכלי,https://geekonomy.net/2017/05/29/geekonomy123/,,,,,,,,
אלנה פרנטה – החברה הגאונה,http://www.newlibrary.co.il/print_product?c0=17424,פרק #123 – פרופ׳ יוסי זעירא מאקרו כלכלי,https://geekonomy.net/2017/05/29/geekonomy123/,,,,,,,,
עקומת לאפר,https://he.wikipedia.org/wiki/%D7%A2%D7%A7%D7%95%D7%9E%D7%AA_%D7%9C%D7%90%D7%A4%D7%A8,פרק #123 – פרופ׳ יוסי זעירא מאקרו כלכלי,https://geekonomy.net/2017/05/29/geekonomy123/,,,,,,,,
הטיולים של שלום וקטיה לאוקראינה,https://www.facebook.com/%D7%94%D7%98%D7%99%D7%95%D7%9C%D7%99%D7%9D-%D7%A9%D7%9C-%D7%A9%D7%9C%D7%95%D7%9D-%D7%95%D7%A7%D7%98%D7%99%D7%94-%D7%9C%D7%90%D7%95%D7%A7%D7%A8%D7%90%D7%99%D7%A0%D7%94-1745467352353784/,פרק #124 – שלום בוגוסלבסקי מניח את המספריים,https://geekonomy.net/2017/06/06/geekonomy124/,,,,,,,,
הדף של שלום בפייסבוק,https://www.facebook.com/shalom.boguslavsky,פרק #124 – שלום בוגוסלבסקי מניח את המספריים,https://geekonomy.net/2017/06/06/geekonomy124/,,,,,,,,
תניח את המספרים ובוא נדבר על זה,https://www.facebook.com/TnyhtHmspryymWbwNdbrlZh/,פרק #124 – שלום בוגוסלבסקי מניח את המספריים,https://geekonomy.net/2017/06/06/geekonomy124/,,,,,,,,
האמן ומרגריטה,https://he.wikipedia.org/wiki/%D7%94%D7%90%D7%9E%D7%9F_%D7%95%D7%9E%D7%A8%D7%92%D7%A8%D7%99%D7%98%D7%94,פרק #124 – שלום בוגוסלבסקי מניח את המספריים,https://geekonomy.net/2017/06/06/geekonomy124/,,,,,,,,
אודסה,https://he.wikipedia.org/wiki/%D7%90%D7%95%D7%93%D7%A1%D7%94,פרק #124 – שלום בוגוסלבסקי מניח את המספריים,https://geekonomy.net/2017/06/06/geekonomy124/,,,,,,,,
שרה סילברמן בנטפליקס,https://www.netflix.com/title/80133554,פרק #124 – שלום בוגוסלבסקי מניח את המספריים,https://geekonomy.net/2017/06/06/geekonomy124/,,,,,,,,
הרצוג-פוקס-נאמן,http://www.hfn.co.il/he/homepage,פרק #125 – יהושע שוחט-גורטלר מאמין באלוהים,https://geekonomy.net/2017/06/13/geekonomy125/,,,,,,,,
אביגדור פלדמן,https://he.wikipedia.org/wiki/%D7%90%D7%91%D7%99%D7%92%D7%93%D7%95%D7%A8_%D7%A4%D7%9C%D7%93%D7%9E%D7%9F,פרק #125 – יהושע שוחט-גורטלר מאמין באלוהים,https://geekonomy.net/2017/06/13/geekonomy125/,,,,,,,,
Big Little Lies,http://www.imdb.com/title/tt3920596/,פרק #125 – יהושע שוחט-גורטלר מאמין באלוהים,https://geekonomy.net/2017/06/13/geekonomy125/,,,,,,,,
טרייסי מורגן,https://www.netflix.com/il/title/80133551,פרק #125 – יהושע שוחט-גורטלר מאמין באלוהים,https://geekonomy.net/2017/06/13/geekonomy125/,,,,,,,,
ערך מוסף,http://www.added-value.co/,פרק #125 – יהושע שוחט-גורטלר מאמין באלוהים,https://geekonomy.net/2017/06/13/geekonomy125/,,,,,,,,
ההדסטארט לקו התחבורה בשבת מחולון,https://m.headstart.co.il/?id=23125#/main?id=23125,פרק #125 – יהושע שוחט-גורטלר מאמין באלוהים,https://geekonomy.net/2017/06/13/geekonomy125/,,,,,,,,
הדף של יהושע בפייסבוק,https://www.facebook.com/ysgurtler,פרק #125 – יהושע שוחט-גורטלר מאמין באלוהים,https://geekonomy.net/2017/06/13/geekonomy125/,,,,,,,,
קורדרוי,http://e.walla.co.il/category/284,פרק #126 – פס הקול של מני אבירם,https://geekonomy.net/2017/06/20/geekonomy126/,,,,,,,,
הדף של מני אבירם בפייסבוק,https://www.facebook.com/meny.aviram,פרק #126 – פס הקול של מני אבירם,https://geekonomy.net/2017/06/20/geekonomy126/,,,,,,,,
מגזין רייטינג,https://he.wikipedia.org/wiki/%D7%A8%D7%99%D7%99%D7%98%D7%99%D7%A0%D7%92_(%D7%A9%D7%91%D7%95%D7%A2%D7%95%D7%9F),פרק #126 – פס הקול של מני אבירם,https://geekonomy.net/2017/06/20/geekonomy126/,,,,,,,,
פאודה,https://he.wikipedia.org/wiki/%D7%A4%D7%90%D7%95%D7%93%D7%94,פרק #126 – פס הקול של מני אבירם,https://geekonomy.net/2017/06/20/geekonomy126/,,,,,,,,
טודו בום,https://www.youtube.com/watch?v=Y_OLslE3bX8,פרק #126 – פס הקול של מני אבירם,https://geekonomy.net/2017/06/20/geekonomy126/,,,,,,,,
אליס אינ צ'יינס,https://www.youtube.com/watch?v=VzV6-3kyXKA,פרק #126 – פס הקול של מני אבירם,https://geekonomy.net/2017/06/20/geekonomy126/,,,,,,,,
סיפורה של שפחה,http://www.imdb.com/title/tt5834204/,פרק #126 – פס הקול של מני אבירם,https://geekonomy.net/2017/06/20/geekonomy126/,,,,,,,,
אימפריית הפשע,https://he.wikipedia.org/wiki/%D7%90%D7%99%D7%9E%D7%A4%D7%A8%D7%99%D7%99%D7%AA_%D7%94%D7%A4%D7%A9%D7%A2,פרק #126 – פס הקול של מני אבירם,https://geekonomy.net/2017/06/20/geekonomy126/,,,,,,,,
הסופרנוס,https://he.wikipedia.org/wiki/%D7%94%D7%A1%D7%95%D7%A4%D7%A8%D7%A0%D7%95%D7%A1,פרק #126 – פס הקול של מני אבירם,https://geekonomy.net/2017/06/20/geekonomy126/,,,,,,,,
קנדריק לאמאר,https://he.wikipedia.org/wiki/%D7%A7%D7%A0%D7%93%D7%A8%D7%99%D7%A7_%D7%9C%D7%90%D7%9E%D7%90%D7%A8,פרק #126 – פס הקול של מני אבירם,https://geekonomy.net/2017/06/20/geekonomy126/,,,,,,,,
The National,https://en.wikipedia.org/wiki/The_National_(band),פרק #126 – פס הקול של מני אבירם,https://geekonomy.net/2017/06/20/geekonomy126/,,,,,,,,
musical.ly,https://play.google.com/store/apps/details?id=com.zhiliaoapp.musically&amp,hl=en,פרק #126 – פס הקול של מני אבירם,https://geekonomy.net/2017/06/20/geekonomy126/,,,,,,,
כשהארי פגש את סאלי,https://he.wikipedia.org/wiki/%D7%9B%D7%A9%D7%94%D7%90%D7%A8%D7%99_%D7%A4%D7%92%D7%A9_%D7%90%D7%AA_%D7%A1%D7%90%D7%9C%D7%99...,גיקונומי #127 – נדב אבוקסיס בחור שמרן,https://geekonomy.net/2017/06/27/geekonomy127/,,,,,,,,
דידי הררי,https://he.wikipedia.org/wiki/%D7%93%D7%99%D7%93%D7%99_%D7%94%D7%A8%D7%A8%D7%99,גיקונומי #127 – נדב אבוקסיס בחור שמרן,https://geekonomy.net/2017/06/27/geekonomy127/,,,,,,,,
הדף של נדב בטוויטר,https://twitter.com/nadavabeksis,גיקונומי #127 – נדב אבוקסיס בחור שמרן,https://geekonomy.net/2017/06/27/geekonomy127/,,,,,,,,
נדב בפייסבוק,https://www.facebook.com/abekasis,גיקונומי #127 – נדב אבוקסיס בחור שמרן,https://geekonomy.net/2017/06/27/geekonomy127/,,,,,,,,
ג'רי סיינפלד לואי וכריס רוק מדברים על קומדיה,https://www.youtube.com/watch?v=ZjexNoJ3WGQ,גיקונומי #127 – נדב אבוקסיס בחור שמרן,https://geekonomy.net/2017/06/27/geekonomy127/,,,,,,,,
ניצבים,http://www.imdb.com/title/tt0445114/,גיקונומי #127 – נדב אבוקסיס בחור שמרן,https://geekonomy.net/2017/06/27/geekonomy127/,,,,,,,,
זרים מושלמים,http://www.imdb.com/title/tt4901306/,גיקונומי #127 – נדב אבוקסיס בחור שמרן,https://geekonomy.net/2017/06/27/geekonomy127/,,,,,,,,
מחוברים לחיים,https://he.wikipedia.org/wiki/%D7%9E%D7%97%D7%95%D7%91%D7%A8%D7%99%D7%9D_%D7%9C%D7%97%D7%99%D7%99%D7%9D,גיקונומי #127 – נדב אבוקסיס בחור שמרן,https://geekonomy.net/2017/06/27/geekonomy127/,,,,,,,,
נדב במחוברים,https://www.youtube.com/watch?v=9tlxcAR_cyY,גיקונומי #127 – נדב אבוקסיס בחור שמרן,https://geekonomy.net/2017/06/27/geekonomy127/,,,,,,,,
המצעים עליהם נדב דיבר – Frette,https://www.frette.com/,גיקונומי #127 – נדב אבוקסיס בחור שמרן,https://geekonomy.net/2017/06/27/geekonomy127/,,,,,,,,
יפעת ביטון,https://he.wikipedia.org/wiki/%D7%99%D7%A4%D7%A2%D7%AA_%D7%91%D7%99%D7%98%D7%95%D7%9F,גיקונומי #127 – נדב אבוקסיס בחור שמרן,https://geekonomy.net/2017/06/27/geekonomy127/,,,,,,,,
ארז לוין בפייסבוק,https://www.facebook.com/profile.php?id=100008285073693,גיקונומי #127 – נדב אבוקסיס בחור שמרן,https://geekonomy.net/2017/06/27/geekonomy127/,,,,,,,,
F for Family,https://en.wikipedia.org/wiki/F_Is_for_Family,גיקונומי #127 – נדב אבוקסיס בחור שמרן,https://geekonomy.net/2017/06/27/geekonomy127/,,,,,,,,
Gad Elmeleh,https://en.wikipedia.org/wiki/Gad_Elmaleh,גיקונומי #127 – נדב אבוקסיס בחור שמרן,https://geekonomy.net/2017/06/27/geekonomy127/,,,,,,,,
גיתית פישר,http://www.mako.co.il/tv-today-tonight/season1-articles/Article-a66870ad6301a51006.htm,גיקונומי #127 – נדב אבוקסיס בחור שמרן,https://geekonomy.net/2017/06/27/geekonomy127/,,,,,,,,
הסרט על ארנו מימרן,https://www.youtube.com/watch?v=cd74gNgLTDg,גיקונומי #127 – נדב אבוקסיס בחור שמרן,https://geekonomy.net/2017/06/27/geekonomy127/,,,,,,,,
ג'ימי קאר,https://en.wikipedia.org/wiki/Jimmy_Carr,גיקונומי #127 – נדב אבוקסיס בחור שמרן,https://geekonomy.net/2017/06/27/geekonomy127/,,,,,,,,
האגוז עליו דורון דיבר,https://he.wikipedia.org/wiki/%D7%94%D7%99%D7%A4%D7%95%D7%A4%D7%99%D7%90%D7%94,גיקונומי #127 – נדב אבוקסיס בחור שמרן,https://geekonomy.net/2017/06/27/geekonomy127/,,,,,,,,
הדף של טל בפייסבוק,https://www.facebook.com/tal.solomon,פרק #128 – טל סולומון לא מזיע,https://geekonomy.net/2017/07/04/geekonomy128/,,,,,,,,
הדף של טל ביוטיוב,https://www.youtube.com/channel/UC323TFxSTcprDlZcOFHQbBA,פרק #128 – טל סולומון לא מזיע,https://geekonomy.net/2017/07/04/geekonomy128/,,,,,,,,
הפמליה,https://he.wikipedia.org/wiki/%D7%94%D7%A4%D7%9E%D7%9C%D7%99%D7%94,פרק #128 – טל סולומון לא מזיע,https://geekonomy.net/2017/07/04/geekonomy128/,,,,,,,,
פיוצ'רמה,https://he.wikipedia.org/wiki/%D7%A4%D7%99%D7%95%D7%A6%27%D7%A8%D7%9E%D7%94,פרק #128 – טל סולומון לא מזיע,https://geekonomy.net/2017/07/04/geekonomy128/,,,,,,,,
ג'ורג' קרלין,https://he.wikipedia.org/wiki/%D7%92%27%D7%95%D7%A8%D7%92%27_%D7%A7%D7%A8%D7%9C%D7%99%D7%9F,פרק #128 – טל סולומון לא מזיע,https://geekonomy.net/2017/07/04/geekonomy128/,,,,,,,,
ג'רי סיינפלד,https://he.wikipedia.org/wiki/%D7%92%27%D7%A8%D7%99_%D7%A1%D7%99%D7%99%D7%A0%D7%A4%D7%9C%D7%93,פרק #128 – טל סולומון לא מזיע,https://geekonomy.net/2017/07/04/geekonomy128/,,,,,,,,
ארז שלם,https://www.youtube.com/channel/UC323TFxSTcprDlZcOFHQbBA,פרק #128 – טל סולומון לא מזיע,https://geekonomy.net/2017/07/04/geekonomy128/,,,,,,,,
אסף יצחקי,https://www.youtube.com/watch?v=Zp-Girt4tAQ,פרק #128 – טל סולומון לא מזיע,https://geekonomy.net/2017/07/04/geekonomy128/,,,,,,,,
יונתן ברק,https://www.youtube.com/watch?v=WA0cOwRmbtQ,פרק #128 – טל סולומון לא מזיע,https://geekonomy.net/2017/07/04/geekonomy128/,,,,,,,,
הספר של מייקל לואיס על כהנמן,https://www.amazon.com/Undoing-Project-Friendship-Changed-Minds/dp/0393254593,פרק #128 – טל סולומון לא מזיע,https://geekonomy.net/2017/07/04/geekonomy128/,,,,,,,,
רועי צברי,https://www.youtube.com/watch?v=BMnODl7IrbU,פרק #128 – טל סולומון לא מזיע,https://geekonomy.net/2017/07/04/geekonomy128/,,,,,,,,
המתיחה על 144,https://www.youtube.com/watch?v=Pncj55OCBLY,פרק #128 – טל סולומון לא מזיע,https://geekonomy.net/2017/07/04/geekonomy128/,,,,,,,,
סיליקון וואלי,https://he.wikipedia.org/wiki/%D7%A2%D7%9E%D7%A7_%D7%94%D7%A1%D7%99%D7%9C%D7%99%D7%A7%D7%95%D7%9F_(%D7%A1%D7%93%D7%A8%D7%AA_%D7%98%D7%9C%D7%95%D7%95%D7%99%D7%96%D7%99%D7%94),פרק #128 – טל סולומון לא מזיע,https://geekonomy.net/2017/07/04/geekonomy128/,,,,,,,,
אד ברן,https://en.wikipedia.org/wiki/Ed_Byrne_(comedian),פרק #128 – טל סולומון לא מזיע,https://geekonomy.net/2017/07/04/geekonomy128/,,,,,,,,
Misery Loves Comedy,http://www.imdb.com/title/tt3132632/,פרק #128 – טל סולומון לא מזיע,https://geekonomy.net/2017/07/04/geekonomy128/,,,,,,,,
In and Out burger,http://www.in-n-out.com/,פרק #128 – טל סולומון לא מזיע,https://geekonomy.net/2017/07/04/geekonomy128/,,,,,,,,
צ'יפוטלה,https://en.wikipedia.org/wiki/Chipotle,פרק #128 – טל סולומון לא מזיע,https://geekonomy.net/2017/07/04/geekonomy128/,,,,,,,,
״מדע גדול בקטנה״,https://www.facebook.com/MadaGB/,פרק #129 – ד״ר אלה לכמן בנתה מיקרוסקופ,https://geekonomy.net/2017/07/11/geekonomy129/,,,,,,,,
מדע גדול בקטנה,https://lbscience.org/,פרק #129 – ד״ר אלה לכמן בנתה מיקרוסקופ,https://geekonomy.net/2017/07/11/geekonomy129/,,,,,,,,
מכון דוידסון,https://davidson.weizmann.ac.il/,פרק #129 – ד״ר אלה לכמן בנתה מיקרוסקופ,https://geekonomy.net/2017/07/11/geekonomy129/,,,,,,,,
האפס המוחלט,https://www.facebook.com/MadaGB/posts/744685139023621:0,פרק #129 – ד״ר אלה לכמן בנתה מיקרוסקופ,https://geekonomy.net/2017/07/11/geekonomy129/,,,,,,,,
איך מכינים גבישים של ביסמוט,https://www.youtube.com/watch?v=ObDL3hIGuIU,פרק #129 – ד״ר אלה לכמן בנתה מיקרוסקופ,https://geekonomy.net/2017/07/11/geekonomy129/,,,,,,,,
פרופ' אלי זלדוב,https://culture.pais.co.il/Landau/Pages/alyzol.aspx,פרק #129 – ד״ר אלה לכמן בנתה מיקרוסקופ,https://geekonomy.net/2017/07/11/geekonomy129/,,,,,,,,
האפקט הפיזואלקטרי,https://en.wikipedia.org/wiki/Piezoelectricity,פרק #129 – ד״ר אלה לכמן בנתה מיקרוסקופ,https://geekonomy.net/2017/07/11/geekonomy129/,,,,,,,,
Oryx and Crake,https://en.wikipedia.org/wiki/Oryx_and_Crake,פרק #129 – ד״ר אלה לכמן בנתה מיקרוסקופ,https://geekonomy.net/2017/07/11/geekonomy129/,,,,,,,,
אטלס אבסקורה,http://www.atlasobscura.com/,פרק #129 – ד״ר אלה לכמן בנתה מיקרוסקופ,https://geekonomy.net/2017/07/11/geekonomy129/,,,,,,,,
ארדואינו,https://he.wikipedia.org/wiki/%D7%90%D7%A8%D7%93%D7%95%D7%90%D7%99%D7%A0%D7%95,פרק #129 – ד״ר אלה לכמן בנתה מיקרוסקופ,https://geekonomy.net/2017/07/11/geekonomy129/,,,,,,,,
Baby Driver,http://www.imdb.com/title/tt3890160/,פרק #129 – ד״ר אלה לכמן בנתה מיקרוסקופ,https://geekonomy.net/2017/07/11/geekonomy129/,,,,,,,,
Big Little Lies,https://en.wikipedia.org/wiki/Big_Little_Lies_(miniseries),פרק #129 – ד״ר אלה לכמן בנתה מיקרוסקופ,https://geekonomy.net/2017/07/11/geekonomy129/,,,,,,,,
The Seeds of Love,https://en.wikipedia.org/wiki/The_Seeds_of_Love,פרק #129 – ד״ר אלה לכמן בנתה מיקרוסקופ,https://geekonomy.net/2017/07/11/geekonomy129/,,,,,,,,
Toy Blast,https://play.google.com/store/apps/details?id=net.peakgames.amy&amp,hl=en,פרק #129 – ד״ר אלה לכמן בנתה מיקרוסקופ,https://geekonomy.net/2017/07/11/geekonomy129/,,,,,,,
Heroes of Might & Magic – Android,https://play.google.com/store/apps/details?id=com.ubisoft.mightandmagic.heroesiii&amp,hl=en,פרק #129 – ד״ר אלה לכמן בנתה מיקרוסקופ,https://geekonomy.net/2017/07/11/geekonomy129/,,,,,,,
רובים חיידקים ופלדה,https://he.wikipedia.org/wiki/%D7%A8%D7%95%D7%91%D7%99%D7%9D,_%D7%97%D7%99%D7%99%D7%93%D7%A7%D7%99%D7%9D_%D7%95%D7%A4%D7%9C%D7%93%D7%94,פרק #130 – פרופ׳ רוני אלנבלום הסטוריון אקלימי,https://geekonomy.net/2017/07/18/geekonomy130/,,,,,,,
התמוטטות,https://he.wikipedia.org/wiki/%D7%94%D7%AA%D7%9E%D7%95%D7%98%D7%98%D7%95%D7%AA_(%D7%A1%D7%A4%D7%A8),פרק #130 – פרופ׳ רוני אלנבלום הסטוריון אקלימי,https://geekonomy.net/2017/07/18/geekonomy130/,,,,,,,,
הפסטיבל של ניסן נתיב,http://www.nissan-nativ.org.il/events-categories/%D7%94%D7%A6%D7%92%D7%95%D7%AA-%D7%95%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D/,פרק #130 – פרופ׳ רוני אלנבלום הסטוריון אקלימי,https://geekonomy.net/2017/07/18/geekonomy130/,,,,,,,,
דירק ג'נטלי – ביקורת על הסדרה,http://e.walla.co.il/item/3023967,פרק #130 – פרופ׳ רוני אלנבלום הסטוריון אקלימי,https://geekonomy.net/2017/07/18/geekonomy130/,,,,,,,,
אורשלים – ניר חסון,http://www.ybook.co.il/book/7028/%D7%90%D7%95%D7%A8%D7%A9%D7%9C%D7%99%D7%9D,פרק #130 – פרופ׳ רוני אלנבלום הסטוריון אקלימי,https://geekonomy.net/2017/07/18/geekonomy130/,,,,,,,,
אליעזר יערי,https://he.wikipedia.org/wiki/%D7%90%D7%9C%D7%99%D7%A2%D7%96%D7%A8_%D7%99%D7%A2%D7%A8%D7%99,פרק #130 – פרופ׳ רוני אלנבלום הסטוריון אקלימי,https://geekonomy.net/2017/07/18/geekonomy130/,,,,,,,,
Stargate,http://www.imdb.com/title/tt0111282/?ref_=nm_flmg_act_25,פרק #131 – מילי אביטל שחקנית בינלאומית עם רוני קובן,https://geekonomy.net/2017/07/25/geekonomy131/,,,,,,,,
The Big Short,http://www.imdb.com/title/tt0111282/?ref_=nm_flmg_act_25,פרק #131 – מילי אביטל שחקנית בינלאומית עם רוני קובן,https://geekonomy.net/2017/07/25/geekonomy131/,,,,,,,,
פירוט הסרטים שמילי אביטל השתתפה בהם,http://www.imdb.com/name/nm0000815/?ref_=nv_sr_1,פרק #131 – מילי אביטל שחקנית בינלאומית עם רוני קובן,https://geekonomy.net/2017/07/25/geekonomy131/,,,,,,,,
נופלות על הרגליים לצפייה ברשת,http://www.mako.co.il/mako-vod-keshet/no-woman,פרק #131 – מילי אביטל שחקנית בינלאומית עם רוני קובן,https://geekonomy.net/2017/07/25/geekonomy131/,,,,,,,,
כרטיסים להצגה Next Stop,http://www.nextstoptheshow.com/,פרק #131 – מילי אביטל שחקנית בינלאומית עם רוני קובן,https://geekonomy.net/2017/07/25/geekonomy131/,,,,,,,,
הסדרה של רוני קובן על חנוך לוין,https://www.youtube.com/watch?v=F0x8DOq7UPM,פרק #131 – מילי אביטל שחקנית בינלאומית עם רוני קובן,https://geekonomy.net/2017/07/25/geekonomy131/,,,,,,,,
ההרצאה של רוני קובן ועמרי אסנהיים היום (שלישי) בערב,http://bit.ly/2vDfbUU,פרק #131 – מילי אביטל שחקנית בינלאומית עם רוני קובן,https://geekonomy.net/2017/07/25/geekonomy131/,,,,,,,,
הסידרה שרוני המליץ עליה – River של Netflix,http://www.imdb.com/title/tt4258440/?ref_=nv_sr_4,פרק #131 – מילי אביטל שחקנית בינלאומית עם רוני קובן,https://geekonomy.net/2017/07/25/geekonomy131/,,,,,,,,
הסידרה שדורון המליץ עליה – Ozark של Netflix וכמובן שהתכוונתי לג׳ייסון בייטמן ולא ג׳סטין בייטמן שהיא אחותו.,http://www.imdb.com/title/tt5071412/?ref_=nv_sr_1,פרק #131 – מילי אביטל שחקנית בינלאומית עם רוני קובן,https://geekonomy.net/2017/07/25/geekonomy131/,,,,,,,,
הסידרה שמילי המליצה עליה – The OA של Netflix,http://www.imdb.com/title/tt4635282/?ref_=nv_sr_1,פרק #131 – מילי אביטל שחקנית בינלאומית עם רוני קובן,https://geekonomy.net/2017/07/25/geekonomy131/,,,,,,,,
תערוכת הבוגרים של בצלאל,http://www.bezalel.ac.il/events/item/?id=2304,פרק #131 – מילי אביטל שחקנית בינלאומית עם רוני קובן,https://geekonomy.net/2017/07/25/geekonomy131/,,,,,,,,
האפליקציה של השירה,http://www.shirapp.co.il,פרק #133 – יואב רבינוביץ׳ האדום,https://geekonomy.net/2017/08/01/geekonomy133/,,,,,,,,
,http://reshet.tv/entertainment/futuretv/,פרק #133 – יואב רבינוביץ׳ האדום,https://geekonomy.net/2017/08/01/geekonomy133/,,,,,,,,
